Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
United States of America,Region of the Americas of WHO,North America,2004,34,8/16/04,8/22/04,,576,0,,0,,0,0,,,1,1,1,,Sporadic
United States of America,Region of the Americas of WHO,North America,2004,35,8/23/04,8/29/04,,733,0,,0,,3,3,,,1,1,4,,Sporadic
United States of America,Region of the Americas of WHO,North America,2004,36,8/30/04,9/5/04,,709,0,,4,,0,4,,,,,4,,Sporadic
United States of America,Region of the Americas of WHO,North America,2004,37,9/6/04,9/12/04,,698,0,,0,,0,0,,,3,3,3,,Sporadic
United States of America,Region of the Americas of WHO,North America,2004,38,9/13/04,9/19/04,,783,0,,1,,4,5,,,2,2,7,,Sporadic
United States of America,Region of the Americas of WHO,North America,2004,39,9/20/04,9/26/04,,763,0,,2,,1,3,,,1,1,4,,Sporadic
United States of America,Region of the Americas of WHO,North America,2004,40,9/27/04,10/3/04,,854,0,,4,,8,12,,,2,2,14,,Sporadic
United States of America,Region of the Americas of WHO,North America,2004,41,10/4/04,10/10/04,,1707,0,,5,,3,8,,,4,4,12,,Sporadic
United States of America,Region of the Americas of WHO,North America,2004,42,10/11/04,10/17/04,,2049,0,,10,,3,13,,,1,1,14,,Sporadic
United States of America,Region of the Americas of WHO,North America,2004,43,10/18/04,10/24/04,,2382,0,,16,,11,27,,,10,10,37,,Sporadic
United States of America,Region of the Americas of WHO,North America,2004,44,10/25/04,10/31/04,,2624,0,,13,,12,25,,,7,7,32,,Sporadic
United States of America,Region of the Americas of WHO,North America,2004,45,11/1/04,11/7/04,,2762,0,,19,,10,29,,,16,16,45,,Sporadic
United States of America,Region of the Americas of WHO,North America,2004,46,11/8/04,11/14/04,,3059,0,,28,,10,38,,,24,24,62,,Sporadic
United States of America,Region of the Americas of WHO,North America,2004,47,11/15/04,11/21/04,,3145,0,,41,,29,70,,,20,20,90,,Sporadic
United States of America,Region of the Americas of WHO,North America,2004,48,11/22/04,11/28/04,,3115,0,,18,,22,40,,,21,21,61,,Sporadic
United States of America,Region of the Americas of WHO,North America,2004,49,11/29/04,12/5/04,,3832,0,,64,,40,104,,,32,32,136,,Sporadic
United States of America,Region of the Americas of WHO,North America,2004,50,12/6/04,12/12/04,,3656,0,,88,,73,161,,,32,32,193,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2004,51,12/13/04,12/19/04,,4324,1,,108,,121,230,,,45,45,275,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2004,52,12/20/04,12/26/04,,4328,1,,179,,279,459,,,54,54,513,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2004,53,12/27/04,1/2/05,,5728,0,,325,,503,828,,,123,123,951,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2005,1,1/3/05,1/9/05,,6894,2,,400,,711,1113,,,166,166,1279,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2005,2,1/10/05,1/16/05,,6592,2,,298,,631,931,,,182,182,1113,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2005,3,1/17/05,1/23/05,,6870,2,,374,,889,1265,,,211,211,1476,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2005,4,1/24/05,1/30/05,,7928,1,,511,,1045,1557,,,306,306,1863,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2005,5,1/31/05,2/6/05,,8552,0,,686,,1214,1900,,,424,424,2324,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2005,6,2/7/05,2/13/05,,9629,2,,638,,1451,2091,,,478,478,2569,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2005,7,2/14/05,2/20/05,,10502,2,,688,,1396,2086,,,613,613,2699,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2005,8,2/21/05,2/27/05,,9601,1,,523,,1133,1657,,,617,617,2274,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2005,9,2/28/05,3/6/05,,8363,0,,227,,949,1176,,,518,518,1694,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2005,10,3/7/05,3/13/05,,7542,0,,161,,633,794,,,415,415,1209,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2005,11,3/14/05,3/20/05,,6482,0,,146,,489,635,,,466,466,1101,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2005,12,3/21/05,3/27/05,,5854,0,,102,,303,405,,,455,455,860,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2005,13,3/28/05,4/3/05,,5048,3,,54,,167,224,,,341,341,565,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,14,4/4/05,4/10/05,,3861,0,,47,,95,142,,,210,210,352,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,15,4/11/05,4/17/05,,3259,0,,14,,39,53,,,123,123,176,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,16,4/18/05,4/24/05,,2828,1,,21,,26,48,,,73,73,121,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,17,4/25/05,5/1/05,,2306,0,,12,,12,24,,,40,40,64,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,18,5/2/05,5/8/05,,2183,0,,10,,8,18,,,30,30,48,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,19,5/9/05,5/15/05,,2049,0,,13,,5,18,,,18,18,36,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,20,5/16/05,5/22/05,,1796,0,,20,,3,23,,,16,16,39,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,21,5/23/05,5/29/05,,1691,0,,9,,3,12,,,20,20,32,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,22,5/30/05,6/5/05,,1546,0,,6,,3,9,,,15,15,24,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,23,6/6/05,6/12/05,,1532,0,,4,,0,4,,,8,8,12,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,24,6/13/05,6/19/05,,1392,0,,3,,1,4,,,10,10,14,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,25,6/20/05,6/26/05,,1083,0,,5,,1,6,,,5,5,11,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,26,6/27/05,7/3/05,,1101,0,,0,,6,6,,,1,1,7,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,27,7/4/05,7/10/05,,950,0,,1,,0,1,,,4,4,5,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,28,7/11/05,7/17/05,,863,0,,0,,0,0,,,2,2,2,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,29,7/18/05,7/24/05,,849,0,,0,,1,1,,,2,2,3,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,30,7/25/05,7/31/05,,1010,0,,1,,0,1,,,1,1,2,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,31,8/1/05,8/7/05,,840,0,,0,,0,0,,,,,0,,No Activity
United States of America,Region of the Americas of WHO,North America,2005,32,8/8/05,8/14/05,,784,0,,3,,1,4,,,,,4,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,33,8/15/05,8/21/05,,795,1,,0,,4,5,,,,,5,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,34,8/22/05,8/28/05,,778,0,,2,,0,2,,,,,2,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,35,8/29/05,9/4/05,,714,0,,0,,3,3,,,1,1,4,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,36,9/5/05,9/11/05,,642,0,,1,,0,1,,,,,1,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,37,9/12/05,9/18/05,,665,0,,4,,0,4,,,1,1,5,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,38,9/19/05,9/25/05,,520,0,,0,,0,0,,,,,0,,No Activity
United States of America,Region of the Americas of WHO,North America,2005,39,9/26/05,10/2/05,,371,0,,0,,0,0,,,,,0,,No Activity
United States of America,Region of the Americas of WHO,North America,2005,40,10/3/05,10/9/05,,1844,0,,6,,4,10,,,1,1,11,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,41,10/10/05,10/16/05,,2143,0,,6,,4,10,,,1,1,11,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,42,10/17/05,10/23/05,,2283,0,,12,,6,18,,,5,5,23,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,43,10/24/05,10/30/05,,2618,0,,6,,5,11,,,2,2,13,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,44,10/31/05,11/6/05,,2732,0,,13,,4,17,,,3,3,20,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,45,11/7/05,11/13/05,,3139,1,,21,,12,34,,,6,6,40,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2005,46,11/14/05,11/20/05,,3209,2,,18,,16,36,,,4,4,40,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,47,11/21/05,11/27/05,,2450,0,,18,,17,35,,,3,3,38,,Sporadic
United States of America,Region of the Americas of WHO,North America,2005,48,11/28/05,12/4/05,,3056,1,,53,,29,83,,,2,2,85,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2005,49,12/5/05,12/11/05,,3405,1,,109,,64,174,,,8,8,182,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2005,50,12/12/05,12/18/05,,3946,0,,233,,92,325,,,5,5,330,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2005,51,12/19/05,12/25/05,,4619,0,,266,,325,591,,,9,9,600,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2005,52,12/26/05,1/1/06,,4909,2,,312,,322,636,,,18,18,654,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2006,1,1/2/06,1/8/06,,4953,0,,226,,255,481,,,21,21,502,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2006,2,1/9/06,1/15/06,,5514,4,,293,,324,621,,,13,13,634,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2006,3,1/16/06,1/22/06,,5414,4,,278,,331,613,,,15,15,628,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2006,4,1/23/06,1/29/06,,5500,4,,299,,428,731,,,23,23,754,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2006,5,1/30/06,2/5/06,,5748,5,,302,,463,770,,,50,50,820,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2006,6,2/6/06,2/12/06,,5665,9,,304,,520,833,,,96,96,929,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2006,7,2/13/06,2/19/06,,5797,15,,338,,618,971,,,94,94,1065,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2006,8,2/20/06,2/26/06,,6740,16,,346,,767,1129,,,130,130,1259,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2006,9,2/27/06,3/5/06,,6420,27,,421,,726,1174,,,263,263,1437,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2006,10,3/6/06,3/12/06,,6366,51,,392,,750,1193,,,317,317,1510,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2006,11,3/13/06,3/19/06,,5529,37,,265,,516,818,,,322,322,1140,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2006,12,3/20/06,3/26/06,,5180,76,,164,,435,675,,,354,354,1029,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2006,13,3/27/06,4/2/06,,4205,61,,121,,288,470,,,387,387,857,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2006,14,4/3/06,4/9/06,,3676,38,,53,,171,262,,,285,285,547,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2006,15,4/10/06,4/16/06,,3316,23,,50,,112,185,,,208,208,393,,Sporadic
United States of America,Region of the Americas of WHO,North America,2006,16,4/17/06,4/23/06,,2808,23,,30,,58,111,,,203,203,314,,Sporadic
United States of America,Region of the Americas of WHO,North America,2006,17,4/24/06,4/30/06,,1753,10,,1,,38,49,,,117,117,166,,Sporadic
United States of America,Region of the Americas of WHO,North America,2006,18,5/1/06,5/7/06,,1386,3,,4,,40,47,,,79,79,126,,Sporadic
United States of America,Region of the Americas of WHO,North America,2006,19,5/8/06,5/14/06,,1097,0,,0,,36,36,,,64,64,100,,Sporadic
United States of America,Region of the Americas of WHO,North America,2006,20,5/15/06,5/21/06,,811,1,,1,,8,10,,,41,41,51,,Sporadic
United States of America,Region of the Americas of WHO,North America,2006,21,5/22/06,5/28/06,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,2006,22,5/29/06,6/4/06,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,2006,23,6/5/06,6/11/06,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,2006,24,6/12/06,6/18/06,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,2006,25,6/19/06,6/25/06,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,2006,26,6/26/06,7/2/06,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,2006,27,7/3/06,7/9/06,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,2006,28,7/10/06,7/16/06,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,2006,29,7/17/06,7/23/06,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,2006,30,7/24/06,7/30/06,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,2006,31,7/31/06,8/6/06,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,2006,32,8/7/06,8/13/06,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,2006,33,8/14/06,8/20/06,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,2006,34,8/21/06,8/27/06,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,2006,35,8/28/06,9/3/06,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,2006,36,9/4/06,9/10/06,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,2006,37,9/11/06,9/17/06,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,2006,38,9/18/06,9/24/06,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,2006,39,9/25/06,10/1/06,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,2006,40,10/2/06,10/8/06,,2309,13,,2,,26,41,,,15,15,56,,Sporadic
United States of America,Region of the Americas of WHO,North America,2006,41,10/9/06,10/15/06,,2502,20,,1,,37,58,,,9,9,67,,Sporadic
United States of America,Region of the Americas of WHO,North America,2006,42,10/16/06,10/22/06,,2900,17,,4,,37,58,,,22,22,80,,Sporadic
United States of America,Region of the Americas of WHO,North America,2006,43,10/23/06,10/29/06,,3237,13,,2,,46,61,,,23,23,84,,Sporadic
United States of America,Region of the Americas of WHO,North America,2006,44,10/30/06,11/5/06,,3765,25,,1,,75,101,,,42,42,143,,Sporadic
United States of America,Region of the Americas of WHO,North America,2006,45,11/6/06,11/12/06,,4262,18,,1,,93,112,,,43,43,155,,Sporadic
United States of America,Region of the Americas of WHO,North America,2006,46,11/13/06,11/19/06,,4525,25,,2,,74,101,,,32,32,133,,Sporadic
United States of America,Region of the Americas of WHO,North America,2006,47,11/20/06,11/26/06,,4538,21,,2,,110,133,,,28,28,161,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2006,48,11/27/06,12/3/06,,5642,43,,1,,111,155,,,54,54,209,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2006,49,12/4/06,12/10/06,,5805,55,,2,,145,202,,,62,62,264,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2006,50,12/11/06,12/17/06,,6686,106,,9,,306,421,,,120,120,541,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2006,51,12/18/06,12/24/06,,7083,194,,10,,392,596,,,133,133,729,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2006,52,12/25/06,12/31/06,,6777,201,,14,,366,581,,,123,123,704,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2007,1,1/1/07,1/7/07,,6711,128,,14,,240,382,,,86,86,468,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2007,2,1/8/07,1/14/07,,6430,180,,35,,293,508,,,86,86,594,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2007,3,1/15/07,1/21/07,,6200,174,,44,,420,638,,,80,80,718,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2007,4,1/22/07,1/28/07,,7200,310,,86,,760,1156,,,154,154,1310,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2007,5,1/29/07,2/4/07,,8261,367,,107,,1172,1646,,,203,203,1849,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2007,6,2/5/07,2/11/07,,8986,497,,133,,1491,2121,,,411,411,2532,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2007,7,2/12/07,2/18/07,,9780,430,,133,,1544,2107,,,416,416,2523,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2007,8,2/19/07,2/25/07,,9947,297,,156,,1388,1841,,,526,526,2367,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2007,9,2/26/07,3/4/07,,8634,201,,192,,1006,1399,,,550,550,1949,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2007,10,3/5/07,3/11/07,,7848,169,,199,,751,1119,,,470,470,1589,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2007,11,3/12/07,3/18/07,,6928,147,,207,,569,923,,,430,430,1353,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2007,12,3/19/07,3/25/07,,6460,65,,165,,491,721,,,369,369,1090,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2007,13,3/26/07,4/1/07,,5558,59,,173,,322,554,,,211,211,765,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2007,14,4/2/07,4/8/07,,4698,33,,101,,228,362,,,156,156,518,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2007,15,4/9/07,4/15/07,,4290,31,,186,,158,375,,,140,140,515,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2007,16,4/16/07,4/22/07,,3857,28,,126,,138,292,,,81,81,373,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2007,17,4/23/07,4/29/07,,3058,21,,119,,86,226,,,68,68,294,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,18,4/30/07,5/6/07,,3006,15,,81,,51,147,,,56,56,203,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,19,5/7/07,5/13/07,,2591,7,,38,,43,88,,,38,38,126,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,20,5/14/07,5/20/07,,2370,3,,23,,39,65,,,27,27,92,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,21,5/21/07,5/27/07,,1990,4,,32,,34,70,,,14,14,84,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,22,5/28/07,6/3/07,,1731,2,,7,,12,21,,,9,9,30,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,23,6/4/07,6/10/07,,1711,1,,5,,10,16,,,4,4,20,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,24,6/11/07,6/17/07,,1529,0,,6,,13,19,,,7,7,26,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,25,6/18/07,6/24/07,,1300,3,,1,,2,6,,,2,2,8,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,26,6/25/07,7/1/07,,1278,0,,1,,10,11,,,4,4,15,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,27,7/2/07,7/8/07,,1121,2,,3,,8,13,,,5,5,18,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,28,7/9/07,7/15/07,,1195,4,,8,,9,21,,,2,2,23,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,29,7/16/07,7/22/07,,1154,4,,3,,8,15,,,1,1,16,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,30,7/23/07,7/29/07,,1165,14,,7,,14,35,,,2,2,37,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,31,7/30/07,8/5/07,,1217,2,,6,,14,22,,,2,2,24,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,32,8/6/07,8/12/07,,1157,11,,5,,14,30,,,4,4,34,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,33,8/13/07,8/19/07,,1120,7,,2,,10,19,,,,,19,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,34,8/20/07,8/26/07,,1170,1,,0,,21,22,,,1,1,23,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,35,8/27/07,9/2/07,,1204,10,,0,,13,23,,,7,7,30,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,36,9/3/07,9/9/07,,1093,10,,0,,14,24,,,,,24,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,37,9/10/07,9/16/07,,1228,14,,1,,8,23,,,7,7,30,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,38,9/17/07,9/23/07,,954,11,,1,,15,27,,,3,3,30,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,39,9/24/07,9/30/07,,1052,3,,1,,16,20,,,,,20,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,40,10/1/07,10/7/07,,2340,17,,2,,20,39,,,5,5,44,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,41,10/8/07,10/14/07,,2556,19,,3,,22,44,,,0,0,44,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,42,10/15/07,10/21/07,,2957,16,,2,,28,46,,,2,2,48,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,43,10/22/07,10/28/07,,3130,16,,2,,27,45,,,5,5,50,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,44,10/29/07,11/4/07,,3533,10,,0,,53,63,,,11,11,74,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2007,45,11/5/07,11/11/07,,3767,17,,10,,47,74,,,11,11,85,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2007,46,11/12/07,11/18/07,,4106,24,,6,,55,85,,,2,2,87,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2007,47,11/19/07,11/25/07,,4029,35,,2,,90,127,,,13,13,140,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,48,11/26/07,12/2/07,,4644,49,,12,,50,111,,,13,13,124,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,49,12/3/07,12/9/07,,4881,35,,10,,112,157,,,22,22,179,,Sporadic
United States of America,Region of the Americas of WHO,North America,2007,50,12/10/07,12/16/07,,5168,53,,22,,116,191,,,27,27,218,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2007,51,12/17/07,12/23/07,,5846,70,,28,,165,263,,,50,50,313,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2007,52,12/24/07,12/30/07,,6216,80,,26,,260,366,,,85,85,451,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2008,1,12/31/07,1/6/08,,6802,96,,59,,318,473,,,106,106,579,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2008,2,1/7/08,1/13/08,,7373,179,,143,,528,850,,,161,161,1011,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2008,3,1/14/08,1/20/08,,7803,220,,204,,702,1126,,,210,210,1336,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2008,4,1/21/08,1/27/08,,9450,223,,386,,1208,1817,,,338,338,2155,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2008,5,1/28/08,2/3/08,,13377,262,,634,,2263,3159,,,659,659,3818,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2008,6,2/4/08,2/10/08,,14936,268,,836,,2740,3844,,,889,889,4733,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2008,7,2/11/08,2/17/08,,14972,211,,833,,2620,3664,,,1079,1079,4743,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2008,8,2/18/08,2/24/08,,17147,190,,973,,2663,3826,,,1360,1360,5186,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2008,9,2/25/08,3/2/08,,15842,132,,802,,2041,2975,,,1396,1396,4371,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2008,10,3/3/08,3/9/08,,14963,74,,628,,1477,2179,,,1366,1366,3545,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2008,11,3/10/08,3/16/08,,11515,79,,485,,897,1461,,,1083,1083,2544,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2008,12,3/17/08,3/23/08,,9509,49,,397,,589,1035,,,908,908,1943,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2008,13,3/24/08,3/30/08,,7682,14,,175,,413,602,,,776,776,1378,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2008,14,3/31/08,4/6/08,,6054,12,,105,,258,375,,,505,505,880,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2008,15,4/7/08,4/13/08,,5189,6,,52,,140,198,,,410,410,608,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2008,16,4/14/08,4/20/08,,4018,0,,32,,82,114,,,233,233,347,,Sporadic
United States of America,Region of the Americas of WHO,North America,2008,17,4/21/08,4/27/08,,3477,5,,10,,44,59,,,126,126,185,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2008,18,4/28/08,5/4/08,,2680,1,,9,,36,46,,,79,79,125,,Sporadic
United States of America,Region of the Americas of WHO,North America,2008,19,5/5/08,5/11/08,,2499,0,,10,,12,22,,,42,42,64,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2008,20,5/12/08,5/18/08,,2364,0,,4,,14,18,,,19,19,37,,Sporadic
United States of America,Region of the Americas of WHO,North America,2008,21,5/19/08,5/25/08,,2067,1,,4,,9,14,,,15,15,29,,Sporadic
United States of America,Region of the Americas of WHO,North America,2008,22,5/26/08,6/1/08,,1887,0,,2,,7,9,,,10,10,19,,Sporadic
United States of America,Region of the Americas of WHO,North America,2008,23,6/2/08,6/8/08,,1833,0,,1,,11,12,,,5,5,17,,Sporadic
United States of America,Region of the Americas of WHO,North America,2008,24,6/9/08,6/15/08,,1484,0,,0,,4,4,,,7,7,11,,Sporadic
United States of America,Region of the Americas of WHO,North America,2008,25,6/16/08,6/22/08,,1447,0,,2,,3,5,,,2,2,7,,Sporadic
United States of America,Region of the Americas of WHO,North America,2008,26,6/23/08,6/29/08,,1305,0,,0,,0,0,,,6,6,6,,Sporadic
United States of America,Region of the Americas of WHO,North America,2008,27,6/30/08,7/6/08,,1120,0,,0,,1,1,,,3,3,4,,No Activity
United States of America,Region of the Americas of WHO,North America,2008,28,7/7/08,7/13/08,,1193,1,,1,,0,2,,,4,4,6,,Sporadic
United States of America,Region of the Americas of WHO,North America,2008,29,7/14/08,7/20/08,,1097,0,,0,,2,2,,,2,2,4,,Sporadic
United States of America,Region of the Americas of WHO,North America,2008,30,7/21/08,7/27/08,,1046,1,,5,,3,9,,,0,0,9,,Sporadic
United States of America,Region of the Americas of WHO,North America,2008,31,7/28/08,8/3/08,,1042,0,,1,,2,3,,,4,4,7,,Sporadic
United States of America,Region of the Americas of WHO,North America,2008,32,8/4/08,8/10/08,,991,1,,0,,5,6,,,1,1,7,,Sporadic
